employee_id,first_name,last_name,email,gender,age,marital_status,department,job_role,education_field,education_level,business_travel,distance_from_home,hire_date,termination_date,employment_status,salary,salary_hike_percent,performance_rating,previous_employers,years_at_company,years_in_current_role,years_since_last_promotion,years_with_current_manager,stock_option_level,overtime,training_times_last_year,work_life_balance,job_satisfaction,environment_satisfaction,relationship_satisfaction,job_involvement,attrition,salary_band,age_band
448,Robert,Parker,employee448@company.com,Male,54,Married,Marketing,Marketing Associate,Human Resources,High School,Travel_Rarely,39,2018-04-28,,Active,89101.8,21.01,4,5,8.2,6,0,1,1,No,3,2,3,2,1,2,No,80-100K,45-54
449,Kenneth,Lane,employee449@company.com,Female,29,Single,Marketing,Content Writer,Marketing,Bachelor's,Travel_Frequently,22,2022-04-27,,Active,75492.0,6.92,3,5,4.2,3,4,1,3,No,4,2,2,1,3,1,No,60-80K,25-34
450,Vincent,Kim,employee450@company.com,Female,42,Married,IT,Network Administrator,Medical,Master's,Non-Travel,32,2023-03-12,,Active,77711.8,13.47,5,6,3.3,1,0,7,1,No,4,4,2,1,3,1,No,60-80K,35-44
451,Lori,Mckee,employee451@company.com,Female,30,Married,Marketing,Marketing Associate,Life Sciences,Bachelor's,Travel_Rarely,42,2016-07-21,,Active,83059.81,2.37,3,6,10.0,4,2,5,2,No,0,3,4,1,4,3,No,80-100K,25-34
452,Sean,Miller,employee452@company.com,Male,45,Divorced,Marketing,SEO Specialist,Life Sciences,Bachelor's,Non-Travel,4,2025-06-24,,Active,110327.13,20.99,2,5,1.0,6,1,2,0,Yes,5,3,1,1,3,1,No,100K+,35-44
453,Ricky,Fowler,employee453@company.com,Male,38,Married,Sales,Sales Executive,Other,High School,Travel_Rarely,45,2022-08-07,,Active,75614.11,5.92,2,7,3.9,1,1,5,1,No,5,4,1,2,4,4,No,60-80K,35-44
454,Kimberly,Hanson,employee454@company.com,Female,36,Single,Human Resources,Recruiter,Marketing,PhD,Travel_Frequently,6,2023-05-07,,Active,96360.7,10.12,4,3,3.2,3,5,1,0,No,0,2,1,2,4,4,No,80-100K,35-44
455,Kevin,James,employee455@company.com,Male,59,Divorced,Research & Development,R&D Manager,Human Resources,PhD,Travel_Rarely,46,2020-09-27,2025-08-08,Terminated,99246.14,12.44,2,1,5.8,2,1,5,3,No,6,2,4,2,1,3,Yes,80-100K,55+
456,Tina,Romero,employee456@company.com,Male,31,Married,Finance,Financial Analyst,Life Sciences,Bachelor's,Non-Travel,2,2018-05-27,,Active,72906.91,22.56,2,0,8.1,7,5,8,3,No,2,1,1,3,4,2,No,60-80K,25-34
457,Raymond,Mckee,employee457@company.com,Female,25,Married,Research & Development,R&D Manager,Marketing,PhD,Non-Travel,4,2020-11-30,,Active,78394.54,16.92,4,6,5.6,3,2,3,3,Yes,4,3,4,4,1,1,No,60-80K,<25
458,Shane,Torres,employee458@company.com,Male,29,Single,Marketing,Marketing Manager,Life Sciences,PhD,Non-Travel,5,2017-09-05,,Active,67671.37,14.24,3,6,8.8,6,3,1,1,No,3,2,2,2,3,3,No,60-80K,25-34
459,Crystal,Martinez,employee459@company.com,Male,33,Divorced,Marketing,Content Writer,Other,High School,Travel_Frequently,20,2017-10-26,,Active,78095.26,21.61,4,2,8.7,5,5,1,1,Yes,2,4,2,1,4,4,No,60-80K,25-34
460,Melissa,James,employee460@company.com,Female,26,Single,Human Resources,HR Executive,Other,Bachelor's,Travel_Frequently,23,2020-01-20,,Active,62831.83,24.3,3,7,6.5,3,3,1,0,Yes,4,3,2,2,2,1,No,60-80K,25-34
461,Valerie,Jimenez,employee461@company.com,Female,50,Married,Sales,Sales Manager,Other,PhD,Travel_Frequently,17,2024-07-22,,Active,129470.88,17.26,3,7,2.0,0,6,5,2,No,4,4,1,3,1,2,No,100K+,45-54
462,Eric,Callahan,employee462@company.com,Male,44,Married,Finance,Financial Analyst,Life Sciences,Master's,Travel_Frequently,48,2018-06-18,,Active,95728.95,18.0,3,3,8.1,1,1,6,0,No,5,4,2,3,3,3,No,80-100K,35-44
463,Natalie,Maynard,employee463@company.com,Female,41,Single,Finance,Auditor,Life Sciences,PhD,Travel_Frequently,8,2018-01-21,,Active,82304.12,11.97,3,5,8.5,4,0,0,3,Yes,3,2,3,2,3,4,No,80-100K,35-44
464,Candace,Grant,employee464@company.com,Male,51,Single,Human Resources,HR Executive,Medical,PhD,Travel_Frequently,8,2022-12-17,,Active,104009.7,3.22,3,6,3.6,5,5,0,0,No,1,3,3,2,1,3,No,100K+,45-54
465,Candace,Hill,employee465@company.com,Male,40,Single,Research & Development,Research Director,Life Sciences,High School,Travel_Rarely,16,2023-08-10,,Active,90315.08,20.67,4,6,2.9,6,0,4,2,No,1,4,3,2,2,3,No,80-100K,35-44
466,Juan,Johnson,employee466@company.com,Female,41,Single,Research & Development,R&D Manager,Marketing,High School,Travel_Frequently,12,2018-01-17,,Active,89485.46,10.65,4,6,8.5,1,1,8,3,No,4,3,4,3,4,4,No,80-100K,35-44
467,James,Parrish,employee467@company.com,Male,48,Single,Finance,Auditor,Medical,PhD,Non-Travel,38,2022-12-20,,Active,107612.5,13.78,2,4,3.5,0,6,6,1,No,5,1,4,4,1,1,No,100K+,45-54
468,Benjamin,Wilson,employee468@company.com,Male,43,Divorced,Sales,Sales Manager,Life Sciences,PhD,Travel_Frequently,31,2016-10-23,,Active,105762.62,17.88,4,1,9.7,8,5,0,1,Yes,4,4,2,2,2,3,No,100K+,35-44
469,Carla,Edwards,employee469@company.com,Male,53,Divorced,Marketing,Content Writer,Other,Master's,Non-Travel,5,2021-09-20,,Active,94442.48,2.0,4,1,4.8,8,0,3,1,Yes,3,1,4,4,1,1,No,80-100K,45-54
470,Jane,Sanders,employee470@company.com,Male,37,Divorced,Human Resources,HR Coordinator,Marketing,High School,Travel_Frequently,40,2021-07-20,,Active,80962.73,4.83,2,0,5.0,2,1,3,1,Yes,3,4,3,3,1,4,No,80-100K,35-44
471,Isaac,Vazquez,employee471@company.com,Male,51,Married,Human Resources,Recruiter,Technical Degree,Master's,Non-Travel,19,2021-09-12,,Active,96674.22,12.51,3,0,4.8,4,0,7,0,No,1,4,4,3,1,2,No,80-100K,45-54
472,Brian,Guzman,employee472@company.com,Female,54,Single,Human Resources,HR Manager,Medical,Master's,Travel_Rarely,42,2021-01-19,,Active,68671.18,18.54,3,2,5.5,4,6,4,3,Yes,6,4,4,4,2,3,No,60-80K,45-54
473,Michele,Nichols,employee473@company.com,Female,59,Divorced,Research & Development,Lab Technician,Technical Degree,Bachelor's,Non-Travel,2,2022-02-24,,Active,84472.13,21.6,2,1,4.4,1,3,7,2,Yes,6,2,1,2,4,4,No,80-100K,55+
474,Lisa,Robinson,employee474@company.com,Male,24,Divorced,Sales,Sales Executive,Life Sciences,High School,Travel_Rarely,39,2019-03-23,,Active,99703.11,16.52,1,2,7.3,5,0,7,3,Yes,5,2,2,3,4,4,No,80-100K,<25
475,Eric,Richard,employee475@company.com,Male,49,Divorced,Marketing,Content Writer,Medical,Bachelor's,Travel_Frequently,2,2017-10-22,,Active,123874.52,16.47,4,3,8.7,0,6,2,0,No,6,4,1,3,2,4,No,100K+,45-54
476,Brandy,Porter,employee476@company.com,Female,54,Married,Research & Development,Research Director,Marketing,Master's,Non-Travel,29,2019-09-09,,Active,99464.46,11.83,3,1,6.8,1,1,8,2,Yes,0,4,2,1,3,1,No,80-100K,45-54
477,Cassandra,Nichols,employee477@company.com,Female,46,Divorced,Research & Development,Lab Technician,Marketing,Bachelor's,Non-Travel,19,2017-12-18,,Active,105448.35,3.72,3,4,8.6,6,4,0,0,No,2,1,1,3,4,3,No,100K+,45-54
478,Steven,Moore,employee478@company.com,Male,30,Single,Research & Development,Lab Technician,Human Resources,PhD,Travel_Frequently,4,2018-07-31,,Active,88668.75,7.42,2,0,7.9,5,0,6,0,No,1,3,1,1,1,4,No,80-100K,25-34
479,Craig,Reynolds,employee479@company.com,Female,52,Married,IT,System Analyst,Medical,Bachelor's,Non-Travel,2,2023-10-05,,Active,147783.21,19.79,4,6,2.8,0,4,7,0,No,6,4,2,4,4,2,No,100K+,45-54
480,David,Frost,employee480@company.com,Female,44,Single,Sales,Account Executive,Marketing,High School,Non-Travel,16,2018-08-17,2020-10-04,Terminated,111993.62,7.34,3,3,7.9,6,5,8,0,Yes,6,2,1,1,1,2,Yes,100K+,35-44
481,Alison,Alvarez,employee481@company.com,Female,44,Divorced,Finance,Financial Analyst,Other,Master's,Travel_Rarely,9,2023-02-08,,Active,93281.24,15.94,3,1,3.4,1,0,4,1,No,5,3,2,4,3,3,No,80-100K,35-44
482,Matthew,Matthews,employee482@company.com,Male,55,Married,Operations,Supply Chain Coordinator,Marketing,Bachelor's,Non-Travel,23,2022-10-12,,Active,89666.89,22.71,4,7,3.7,4,0,3,1,Yes,2,2,1,3,2,1,No,80-100K,45-54
483,Rebecca,Phillips,employee483@company.com,Female,29,Single,Research & Development,R&D Manager,Technical Degree,Bachelor's,Travel_Rarely,18,2019-10-03,,Active,59103.31,15.53,3,1,6.8,0,2,6,3,Yes,6,4,4,4,1,2,No,40-60K,25-34
484,Amy,Rivera,employee484@company.com,Female,56,Single,Research & Development,R&D Manager,Other,PhD,Non-Travel,35,2024-01-01,,Active,107851.95,19.55,5,5,2.5,4,6,3,0,No,5,4,4,1,1,4,No,100K+,55+
485,Melinda,Carter,employee485@company.com,Female,49,Divorced,Marketing,Content Writer,Other,PhD,Non-Travel,25,2023-12-02,,Active,87854.74,12.75,5,3,2.6,2,0,4,2,Yes,1,3,3,4,1,3,No,80-100K,45-54
486,Judy,Moyer,employee486@company.com,Male,29,Married,Human Resources,Recruiter,Human Resources,PhD,Travel_Rarely,12,2022-12-09,,Active,61866.19,12.21,1,0,3.6,7,0,5,3,Yes,3,1,1,3,3,1,No,60-80K,25-34
487,Donna,Arias,employee487@company.com,Female,38,Married,Finance,Financial Analyst,Medical,Master's,Travel_Frequently,12,2021-11-05,,Active,80701.41,5.38,4,0,4.7,3,0,0,1,No,4,3,1,2,1,3,No,80-100K,35-44
488,Michael,Mitchell,employee488@company.com,Female,56,Divorced,Human Resources,HR Executive,Life Sciences,Master's,Travel_Rarely,7,2017-12-17,,Active,88576.78,3.78,3,1,8.6,3,1,5,2,No,0,4,3,2,1,3,No,80-100K,55+
489,Haley,Patton,employee489@company.com,Female,45,Married,IT,IT Manager,Marketing,Bachelor's,Non-Travel,24,2018-08-07,,Active,121307.12,3.03,5,0,7.9,1,4,3,2,No,1,4,1,2,4,1,No,100K+,35-44
490,Kimberly,Simpson,employee490@company.com,Female,56,Divorced,Sales,Sales Representative,Life Sciences,Bachelor's,Travel_Frequently,31,2021-01-26,,Active,118024.6,17.16,3,5,5.4,4,1,4,1,No,1,3,2,4,3,1,No,100K+,55+
491,Michael,Cooper,employee491@company.com,Female,45,Single,Marketing,Marketing Manager,Marketing,Bachelor's,Travel_Rarely,42,2024-02-08,,Active,95880.41,13.14,3,6,2.4,3,4,2,1,No,5,2,3,3,3,3,No,80-100K,35-44
492,Corey,Bryant,employee492@company.com,Male,58,Married,Sales,Sales Executive,Other,Master's,Non-Travel,30,2019-02-12,,Active,128599.16,2.36,2,4,7.4,8,5,7,0,Yes,6,1,4,1,2,1,No,100K+,55+
493,David,Duran,employee493@company.com,Female,30,Married,Research & Development,R&D Manager,Other,Master's,Travel_Frequently,19,2025-04-15,,Active,85160.52,4.74,4,5,1.2,1,5,0,0,No,3,4,4,4,3,4,No,80-100K,25-34
494,Dylan,Kim,employee494@company.com,Male,31,Single,Marketing,Marketing Manager,Human Resources,PhD,Travel_Frequently,42,2017-07-08,,Active,71880.74,12.43,3,2,9.0,8,5,4,0,Yes,2,4,3,1,4,3,No,60-80K,25-34
495,Amy,Armstrong,employee495@company.com,Male,31,Single,Human Resources,HR Coordinator,Other,Master's,Travel_Rarely,34,2022-08-22,,Active,107646.86,8.4,4,5,3.9,1,2,4,1,Yes,2,3,4,4,2,2,No,100K+,25-34
496,Heather,Young,employee496@company.com,Male,36,Divorced,Human Resources,Recruiter,Marketing,Master's,Non-Travel,14,2018-03-23,,Active,96883.65,14.7,3,2,8.3,0,4,0,1,Yes,3,1,3,2,3,4,No,80-100K,35-44
497,Christopher,Baker,employee497@company.com,Female,40,Single,Marketing,SEO Specialist,Other,Bachelor's,Travel_Rarely,28,2016-12-04,,Active,76441.31,13.34,2,2,9.6,4,5,1,2,Yes,5,2,1,3,2,3,No,60-80K,35-44
498,Anthony,Johnson,employee498@company.com,Male,42,Single,Human Resources,HR Coordinator,Technical Degree,Bachelor's,Travel_Frequently,34,2020-07-28,,Active,90744.92,9.3,4,0,5.9,0,1,2,3,Yes,5,2,3,4,2,4,No,80-100K,35-44
499,Brenda,Anderson,employee499@company.com,Female,30,Single,Operations,Operations Manager,Other,Bachelor's,Travel_Frequently,47,2021-08-14,,Active,70865.73,19.24,1,1,4.9,7,4,3,1,Yes,3,3,4,2,3,4,No,60-80K,25-34
500,Sabrina,Lopez,employee500@company.com,Male,40,Divorced,IT,System Analyst,Technical Degree,High School,Travel_Frequently,26,2022-12-11,,Active,71258.0,15.75,3,4,3.6,1,1,1,2,No,3,3,2,4,1,2,No,60-80K,35-44
